65.000000,135.000000,42.000000,38.000000,0
67.000000,140.000000,42.000000,38.000000,0
70.000000,145.000000,42.000000,38.000000,0
72.000000,148.000000,42.000000,38.000000,0
74.000000,152.000000,42.000000,38.000000,0
74.000000,156.000000,42.000000,38.000000,0
75.000000,161.000000,42.000000,38.000000,0
77.000000,165.000000,42.000000,38.000000,0
78.000000,168.000000,42.000000,38.000000,0
79.000000,170.000000,42.000000,38.000000,0
80.000000,172.000000,42.000000,38.000000,0
79.000000,174.000000,42.000000,38.000000,0
77.000000,174.000000,42.000000,38.000000,0
74.000000,171.000000,42.000000,38.000000,0
71.000000,165.000000,42.000000,38.000000,0
68.000000,159.000000,42.000000,38.000000,0
66.000000,152.000000,42.000000,38.000000,0
64.000000,144.000000,42.000000,38.000000,0
63.000000,136.000000,42.000000,38.000000,0
62.000000,130.000000,42.000000,38.000000,0
63.000000,124.000000,42.000000,38.000000,0
64.000000,118.000000,42.000000,38.000000,0
65.000000,113.000000,42.000000,38.000000,0
66.000000,112.000000,42.000000,38.000000,0
67.000000,116.000000,42.000000,38.000000,0
70.000000,124.000000,42.000000,38.000000,0
72.000000,133.000000,42.000000,38.000000,0
74.000000,141.000000,42.000000,38.000000,0
76.000000,148.000000,42.000000,38.000000,0
68.000000,154.000000,42.000000,38.000000,0
64.000000,157.000000,42.000000,38.000000,0
62.000000,161.000000,42.000000,38.000000,0
62.000000,164.000000,42.000000,38.000000,0
66.000000,166.000000,42.000000,38.000000,0
77.000000,164.000000,42.000000,38.000000,0
79.000000,161.000000,42.000000,38.000000,0
79.000000,159.000000,42.000000,38.000000,0
78.000000,155.000000,42.000000,38.000000,0
77.000000,149.000000,42.000000,38.000000,0
75.000000,143.000000,42.000000,38.000000,0
72.000000,136.000000,42.000000,38.000000,0
68.000000,131.000000,42.000000,38.000000,0
62.000000,125.000000,42.000000,38.000000,0
58.000000,127.000000,42.000000,38.000000,0
57.000000,134.000000,42.000000,38.000000,0
58.000000,145.000000,42.000000,38.000000,0
59.000000,160.000000,42.000000,38.000000,0
59.000000,174.000000,42.000000,38.000000,0
60.000000,184.000000,42.000000,38.000000,0
61.000000,190.000000,42.000000,38.000000,0
63.000000,191.000000,42.000000,38.000000,0
65.000000,188.000000,42.000000,38.000000,0
68.000000,181.000000,42.000000,38.000000,0
72.000000,171.000000,42.000000,38.000000,0
74.000000,159.000000,42.000000,38.000000,0
76.000000,144.000000,42.000000,38.000000,0
77.000000,129.000000,42.000000,38.000000,0
77.000000,119.000000,42.000000,38.000000,0
77.000000,111.000000,42.000000,38.000000,0
78.000000,104.000000,42.000000,38.000000,0
78.000000,102.000000,42.000000,38.000000,0
75.000000,101.000000,42.000000,38.000000,0
69.000000,100.000000,42.000000,38.000000,0
63.000000,105.000000,42.000000,38.000000,0
56.000000,114.000000,42.000000,38.000000,0
49.000000,125.000000,42.000000,38.000000,0
45.000000,137.000000,42.000000,38.000000,0
45.000000,149.000000,42.000000,38.000000,0
47.000000,160.000000,42.000000,38.000000,0
49.000000,163.000000,42.000000,38.000000,0
49.000000,161.000000,42.000000,38.000000,0
53.000000,158.000000,42.000000,38.000000,0
58.000000,161.000000,42.000000,38.000000,0
61.000000,167.000000,42.000000,38.000000,0
62.000000,177.000000,42.000000,38.000000,0
61.000000,187.000000,42.000000,38.000000,0
60.000000,195.000000,42.000000,38.000000,0
56.000000,202.000000,42.000000,38.000000,0
52.000000,201.000000,42.000000,38.000000,0
50.000000,194.000000,42.000000,38.000000,0
50.000000,185.000000,42.000000,38.000000,0
52.000000,173.000000,42.000000,38.000000,0
53.000000,161.000000,42.000000,38.000000,0
54.000000,149.000000,42.000000,38.000000,0
56.000000,140.000000,42.000000,38.000000,0
58.000000,132.000000,42.000000,38.000000,0
60.000000,125.000000,42.000000,38.000000,0
60.000000,118.000000,42.000000,38.000000,0
59.000000,111.000000,42.000000,38.000000,0
57.000000,105.000000,42.000000,38.000000,0
53.000000,100.000000,42.000000,38.000000,0
49.000000,92.000000,42.000000,38.000000,0
47.000000,93.000000,42.000000,38.000000,0
46.000000,86.000000,42.000000,38.000000,0
47.000000,80.000000,42.000000,38.000000,0
49.000000,77.000000,42.000000,38.000000,0
52.000000,77.000000,42.000000,38.000000,0
55.000000,80.000000,42.000000,38.000000,0
57.000000,84.000000,42.000000,38.000000,0
60.000000,90.000000,42.000000,38.000000,0
61.000000,97.000000,42.000000,38.000000,0
61.000000,104.000000,42.000000,38.000000,0
64.000000,111.000000,42.000000,38.000000,0
67.000000,110.000000,42.000000,38.000000,0
69.000000,110.000000,42.000000,38.000000,0
69.000000,109.000000,42.000000,38.000000,0
70.000000,109.000000,42.000000,38.000000,0
70.000000,109.000000,42.000000,38.000000,0
69.000000,112.000000,42.000000,38.000000,0
69.000000,120.000000,42.000000,38.000000,0
69.000000,129.000000,42.000000,38.000000,0
71.000000,129.000000,42.000000,38.000000,0
72.000000,138.000000,42.000000,38.000000,0
73.000000,149.000000,42.000000,38.000000,0
72.000000,160.000000,42.000000,38.000000,0
71.000000,171.000000,42.000000,38.000000,0
69.000000,181.000000,42.000000,38.000000,0
67.000000,189.000000,42.000000,38.000000,0
66.000000,197.000000,42.000000,38.000000,0
66.000000,201.000000,42.000000,38.000000,0
66.000000,201.000000,42.000000,38.000000,0
68.000000,200.000000,42.000000,38.000000,0
71.000000,198.000000,42.000000,38.000000,0
73.000000,195.000000,42.000000,38.000000,0
